loc_rowid,pl_name,discoverymethod,disc_year,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_lum,st_lumerr1,st_lumerr2,st_lumlim,sy_dist,sy_disterr1,sy_disterr2
3167,Kepler-1902 b,Transit,2021,3.82222009,,,0,0.038500,,,0,1.176,,,0,1.74000,,,0,0.000000,,,0,30.84,6.44,-6.13,0,601,,,0,3729.00,75.00,-67.00,0,0.51,0.03,-0.04,0,0.52,0.04,-0.03,0,-1.117,0.089,-0.112,0,344.3370000,6.4780000,-6.2470000
3168,Kepler-1903 b,Transit,2021,17.06789970,,,0,0.132100,,,0,2.286,,,0,5.85000,,,0,0.000000,,,0,82.56,77.41,-24.82,0,769,,,0,6347.00,170.00,-207.00,0,1.00,0.32,-0.11,0,1.05,0.15,-0.15,0,0.292,,,0,1775.4400000,79.1000000,-72.7600000
3169,Kepler-1904 b,Transit,2021,4.57702017,,,0,0.043600,,,0,1.390,,,0,2.51000,,,0,0.000000,,,0,24.38,4.61,-4.36,0,567,,,0,3805.00,61.00,-76.00,0,0.50,0.03,-0.03,0,0.53,0.02,-0.03,0,-1.298,0.089,-0.112,0,270.8540000,2.2715000,-2.2715000
3170,Kepler-1905 b,Transit,2021,3.42392993,,,0,0.045100,,,0,1.446,,,0,2.69000,,,0,0.000000,,,0,508.75,211.76,-92.51,0,1212,,,0,5788.00,78.00,-86.00,0,1.02,0.16,-0.07,0,1.04,0.06,-0.07,0,-0.025,,,0,1051.5300000,32.4500000,-32.4500000
3171,Kepler-1906 b,Transit,2021,7.36268997,,,0,0.073800,,,0,2.776,,,0,8.13000,,,0,0.000000,,,0,155.72,115.25,-40.51,0,901,,,0,5868.00,140.00,-175.00,0,0.89,0.23,-0.08,0,0.99,0.10,-0.12,0,0.242,,,0,1360.6300000,51.7500000,-48.1400000
3172,Kepler-1907 b,Transit,2021,5.65245009,,,0,0.056500,,,0,0.870,,,0,0.58900,,,0,0.000000,,,0,127.10,48.92,-37.84,0,856,,,0,5159.00,153.00,-153.00,0,0.80,0.09,-0.09,0,0.75,0.11,-0.06,0,-0.625,,,0,292.1110000,1.3330000,-1.3220000
3173,Kepler-1907 c,Transit,2021,14.86390018,,,0,0.107600,,,0,1.155,,,0,1.63000,,,0,0.000000,,,0,35.04,13.49,-10.43,0,620,,,0,5159.00,153.00,-153.00,0,0.80,0.09,-0.09,0,0.75,0.11,-0.06,0,-0.625,,,0,292.1110000,1.3330000,-1.3220000
3174,Kepler-1909 b,Transit,2021,2.39160991,,,0,0.030600,,,0,1.092,,,0,1.33000,,,0,0.000000,,,0,266.01,88.79,-72.54,0,1031,,,0,4935.00,147.00,-133.00,0,0.69,0.06,-0.07,0,0.66,0.09,-0.04,0,-0.576,,,0,763.6620000,17.9405000,-17.9405000
3175,Kepler-191 b,Transit,2014,9.93963200,0.00006600,-0.00006600,0,0.087000,,,0,1.340,0.660,-0.660,0,2.36000,,,0,0.000000,,,0,64.29,11.47,-13.88,0,722,,,0,5282.00,200.00,-200.00,0,0.79,0.39,-0.39,0,0.81,0.06,-0.03,0,-0.414,,,0,594.4640000,7.8850000,-7.8850000
3176,Kepler-191 c,Transit,2014,17.73850600,0.00008200,-0.00008200,0,0.128000,,,0,1.860,0.920,-0.920,0,4.12000,,,0,0.000000,,,0,29.74,5.30,-6.42,0,596,,,0,5282.00,200.00,-200.00,0,0.79,0.39,-0.39,0,0.81,0.06,-0.03,0,-0.414,,,0,594.4640000,7.8850000,-7.8850000
3177,Kepler-191 d,Transit,2016,5.94504102,0.00000763,-0.00000763,0,0.059900,,,0,2.280,0.160,-0.130,0,5.82000,,,0,0.000000,,,0,127.64,22.77,-27.56,0,857,,,0,5215.00,102.70,-87.77,0,0.80,0.05,-0.04,0,0.84,0.04,-0.05,0,-0.414,,,0,594.4640000,7.8850000,-7.8850000
3178,Kepler-1910 b,Transit,2021,5.68876982,,,0,0.053600,,,0,1.184,,,0,1.78000,,,0,0.000000,,,0,40.88,10.50,-11.16,0,645,,,0,4234.00,128.00,-141.00,0,0.64,0.04,-0.06,0,0.64,0.06,-0.06,0,-0.927,,,0,,,
3179,Kepler-1911 b,Transit,2021,5.99079990,,,0,0.063600,,,0,1.011,,,0,1.01000,,,0,0.000000,,,0,223.93,87.80,-49.42,0,987,,,0,5721.00,102.00,-113.00,0,0.97,0.14,-0.08,0,0.95,0.06,-0.06,0,-0.078,0.015,-0.015,0,269.9120000,2.0280000,-1.9980000
3180,Kepler-1912 b,Transit,2021,6.05921984,,,0,0.064600,,,0,1.357,,,0,2.41000,,,0,0.000000,,,0,214.55,86.33,-45.97,0,976,,,0,5734.00,104.00,-115.00,0,0.96,0.14,-0.07,0,0.98,0.06,-0.07,0,-0.049,0.012,-0.017,0,297.0170000,1.8250000,-1.8030000
3181,Kepler-1913 b,Transit,2021,14.19600010,,,0,0.120900,,,0,1.519,,,0,2.92000,,,0,0.000000,,,0,105.70,104.07,-33.36,0,818,,,0,6214.00,186.00,-224.00,0,1.08,0.35,-0.12,0,1.17,0.14,-0.17,0,-0.055,,,0,876.3000000,20.8500000,-19.9190000
3182,Kepler-1914 b,Transit,2021,30.82789993,,,0,0.195400,,,0,2.943,,,0,8.97000,,,0,0.000000,,,0,27.66,23.77,-9.06,0,585,,,0,5982.00,189.00,-232.00,0,0.96,0.27,-0.11,0,1.05,0.13,-0.14,0,0.077,,,0,1621.5600000,86.2200000,-78.0800000
3183,Kepler-1915 b,Transit,2021,13.83539963,,,0,0.114000,,,0,3.218,,,0,10.40000,,,0,0.000000,,,0,101.05,101.83,-35.97,0,809,,,0,6020.00,211.00,-211.00,0,1.06,0.34,-0.15,0,1.03,0.15,-0.13,0,0.061,,,0,1514.6600000,79.1100000,-71.7400000
3184,Kepler-1916 b,Transit,2021,31.25429916,,,0,0.205300,,,0,2.618,,,0,7.35000,,,0,0.000000,,,0,38.54,37.99,-12.89,0,635,,,0,6246.00,173.00,-260.00,0,1.09,0.36,-0.12,0,1.18,0.16,-0.17,0,0.214,,,0,2055.8200000,174.1900000,-149.5200000
3185,Kepler-1917 b,Transit,2021,12.90240002,,,0,0.103000,,,0,1.890,,,0,4.23000,,,0,0.000000,,,0,48.99,33.53,-12.99,0,675,,,0,5530.00,166.00,-166.00,0,0.79,0.18,-0.07,0,0.88,0.08,-0.10,0,-0.296,,,0,909.0370000,25.0250000,-25.0250000
3186,Kepler-1918 b,Transit,2021,47.05640030,,,0,0.252400,,,0,2.298,,,0,5.89000,,,0,0.000000,,,0,14.43,12.76,-4.84,0,497,,,0,5889.00,186.00,-206.00,0,0.92,0.27,-0.12,0,0.97,0.12,-0.12,0,-0.308,,,0,1030.1100000,35.2900000,-33.0590000
3187,Kepler-1919 b,Transit,2021,37.88660049,,,0,0.210700,,,0,2.624,,,0,7.38000,,,0,0.000000,,,0,12.46,8.72,-3.49,0,479,,,0,5513.00,166.00,-166.00,0,0.82,0.19,-0.08,0,0.87,0.09,-0.09,0,-0.274,,,0,1177.5300000,52.7400000,-48.4800000
3188,Kepler-192 b,Transit,2014,9.92674600,0.00001800,-0.00001800,0,0.090000,,,0,2.740,0.450,-0.450,0,7.95000,,,0,0.000000,,,0,105.30,3.02,-2.92,0,803,,,0,5479.00,100.00,-100.00,0,1.01,0.16,-0.16,0,0.94,0.03,-0.03,0,-0.094,,,0,651.6740000,6.7435000,-6.7435000
3189,Kepler-192 c,Transit,2014,21.22340000,0.00007600,-0.00007600,0,0.150000,,,0,2.790,0.520,-0.520,0,8.20000,,,0,0.000000,,,0,38.22,1.10,-1.06,0,623,,,0,5479.00,100.00,-100.00,0,1.01,0.16,-0.16,0,0.94,0.03,-0.03,0,-0.094,,,0,651.6740000,6.7435000,-6.7435000
3190,Kepler-192 d,Transit,2016,6.47027579,0.00004320,-0.00004320,0,0.066800,,,0,1.020,0.100,-0.070,0,1.04000,,,0,0.000000,,,0,186.08,5.33,-5.16,0,926,,,0,5487.00,66.16,-60.56,0,0.94,0.08,-0.06,0,0.94,0.03,-0.03,0,-0.094,,,0,651.6740000,6.7435000,-6.7435000
3191,Kepler-1920 b,Transit,2021,30.25410080,,,0,0.204300,,,0,2.954,,,0,9.03000,,,0,0.000000,,,0,44.87,45.39,-14.13,0,660,,,0,6277.00,170.00,-208.00,0,1.16,0.40,-0.13,0,1.24,0.17,-0.17,0,0.100,,,0,885.9130000,14.3420000,-14.3420000
3192,Kepler-1921 b,Transit,2021,20.03479958,,,0,0.155700,,,0,2.895,,,0,8.72000,,,0,0.000000,,,0,207.16,150.16,-142.72,0,967,,,0,6120.00,195.00,-217.00,0,2.00,0.47,-0.80,0,1.25,0.19,-0.23,0,0.806,0.031,-0.033,0,928.9890000,15.2530000,-14.7770000
3193,Kepler-1921 c,Transit,2023,3.15722086,0.00001947,-0.00001947,0,0.045400,,,0,1.410,0.330,-0.570,0,2.57000,,,0,0.000000,,,0,2436.47,1766.22,-1678.55,0,1791,,,0,6120.00,195.00,-217.00,0,2.00,0.47,-0.80,0,1.25,0.19,-0.23,0,0.806,0.031,-0.033,0,928.9890000,15.2530000,-14.7770000
3194,Kepler-1922 b,Transit,2021,13.22259998,,,0,0.107700,,,0,2.291,,,0,5.86000,,,0,0.000000,,,0,71.11,56.08,-18.89,0,740,,,0,5931.00,161.00,-178.00,0,0.86,0.23,-0.08,0,0.95,0.11,-0.12,0,0.152,,,0,1344.2900000,46.9900000,-46.9900000
3195,Kepler-1923 b,Transit,2021,52.60969925,,,0,0.284600,,,0,1.960,,,0,4.50000,,,0,0.000000,,,0,8.63,11.81,-1.87,0,553,,,0,5881.00,79.00,-79.00,0,1.29,0.21,-0.23,0,1.11,0.07,-0.09,0,0.257,,,0,990.8380000,,
3196,Kepler-1924 b,Transit,2021,15.33170033,,,0,0.121600,,,0,2.654,,,0,7.53000,,,0,0.000000,,,0,107.44,47.95,-39.66,0,821,,,0,5726.00,86.00,-78.00,0,1.29,0.21,-0.24,0,1.02,0.08,-0.07,0,0.452,,,0,1910.7700000,102.0500000,-102.0500000
3197,Kepler-1925 b,Transit,2021,46.71640015,,,0,0.258800,,,0,3.002,,,0,9.28000,,,0,0.000000,,,0,18.74,8.08,-4.01,0,531,,,0,5856.00,79.00,-79.00,0,1.09,0.18,-0.10,0,1.06,0.07,-0.06,0,0.365,,,0,1771.3100000,81.0000000,-74.3400000
3198,Kepler-1926 b,Transit,2021,42.87770081,,,0,0.219700,,,0,2.315,,,0,5.97000,,,0,0.000000,,,0,9.80,5.20,-3.31,0,451,,,0,5256.00,184.00,-184.00,0,0.83,0.13,-0.11,0,0.77,0.11,-0.06,0,-0.647,,,0,667.4050000,27.7450000,-25.6500000
3199,Kepler-1927 b,Transit,2021,73.75039673,,,0,0.385900,,,0,3.406,,,0,11.50000,,,0,0.000000,,,0,9.64,10.85,-2.70,0,677,,,0,6056.00,81.00,-81.00,0,2.48,0.34,-0.86,0,1.41,0.15,-0.23,0,0.774,0.033,-0.035,0,1091.0000000,24.7200000,-23.6700000
3200,Kepler-1928 b,Transit,2021,19.57783000,0.00002200,-0.00002100,0,0.194000,0.032000,-0.039000,0,1.992,0.133,-0.078,0,4.63000,,,0,0.430000,0.180000,-0.140000,0,35.14,13.80,-5.49,0,621,,,0,5720.00,60.00,-60.00,0,0.92,0.04,-0.04,0,1.01,0.03,-0.03,0,-0.092,0.016,-0.016,0,326.3620000,2.4730000,-2.4370000
3201,Kepler-1929 b,Transit,2021,59.36249924,,,0,0.298700,,,0,3.073,,,0,9.65000,,,0,0.000000,,,0,24.33,10.99,-10.50,0,566,,,0,5786.00,115.00,-104.00,0,1.47,0.23,-0.32,0,1.01,0.10,-0.08,0,0.593,0.031,-0.028,0,508.2010000,5.5990000,-5.4800000
3202,Kepler-193 b,Transit,2014,11.38848000,0.00005400,-0.00005400,0,0.106000,,,0,2.390,1.080,-1.080,0,6.30000,,,0,0.000000,,,0,117.30,6.29,-5.93,0,979,,,0,6335.00,200.00,-200.00,0,1.15,0.52,-0.52,0,1.14,0.09,-0.09,0,0.100,,,0,1009.1000000,22.9000000,-21.9290000
3203,Kepler-193 c,Transit,2014,50.69749400,0.00044600,-0.00044600,0,0.286000,,,0,2.750,1.240,-1.240,0,8.00000,,,0,0.000000,,,0,16.03,0.86,-0.81,0,595,,,0,6335.00,200.00,-200.00,0,1.15,0.52,-0.52,0,1.14,0.09,-0.09,0,0.100,,,0,1009.1000000,22.9000000,-21.9290000
3204,Kepler-1930 b,Transit,2021,13.02680016,,,0,0.102500,,,0,1.530,,,0,2.95000,,,0,0.000000,,,0,40.51,14.47,-10.65,0,643,,,0,5083.00,152.00,-152.00,0,0.84,0.08,-0.07,0,0.84,0.06,-0.07,0,-0.505,0.028,-0.019,0,275.6940000,1.1660000,-1.1560000
3205,Kepler-1931 b,Transit,2021,38.57609940,,,0,0.235600,,,0,2.653,,,0,7.53000,,,0,0.000000,,,0,34.77,17.02,-9.52,0,619,,,0,6167.00,111.00,-136.00,0,1.22,0.22,-0.13,0,1.17,0.09,-0.10,0,0.474,0.022,-0.020,0,620.0910000,9.0120000,-8.7630000
3206,Kepler-1932 b,Transit,2021,0.52417702,,,0,0.012300,,,0,1.515,,,0,2.91000,,,0,0.000000,,,0,3049.23,835.70,-389.42,0,1891,,,0,5278.00,73.00,-84.00,0,0.82,0.08,-0.03,0,0.91,0.03,-0.06,0,-0.352,,,0,713.7330000,13.1780000,-12.7170000
3207,Kepler-1933 b,Transit,2021,4.94329023,,,0,0.056100,,,0,1.180,,,0,1.76000,,,0,0.000000,,,0,296.74,109.95,-66.93,0,1058,,,0,5661.00,76.00,-84.00,0,1.01,0.14,-0.09,0,0.96,0.06,-0.05,0,-0.116,0.019,-0.019,0,328.0070000,2.2260000,-2.1970000
3208,Kepler-1934 b,Transit,2021,1.41975999,,,0,0.024500,,,0,0.913,,,0,0.70200,,,0,0.000000,,,0,1968.38,836.24,-503.00,0,1700,,,0,5925.00,107.00,-119.00,0,1.04,0.16,-0.11,0,0.97,0.07,-0.07,0,0.108,0.028,-0.028,0,428.5140000,4.3400000,-4.2550000
3209,Kepler-1935 b,Transit,2021,3.95140004,,,0,0.046300,,,0,2.503,,,0,6.82000,,,0,0.000000,,,0,324.78,238.09,-104.30,0,1083,,,0,5570.00,166.00,-149.00,0,0.90,0.22,-0.12,0,0.85,0.11,-0.07,0,0.164,,,0,904.7020000,14.7640000,-14.3050000
3210,Kepler-1936 b,Transit,2021,126.55699920,,,0,0.554800,,,0,3.166,,,0,10.20000,,,0,0.000000,,,0,17.85,16.39,-10.61,0,524,,,0,6501.00,179.00,-247.00,0,1.85,0.58,-0.58,0,1.42,0.21,-0.26,0,0.456,0.022,-0.019,0,871.0960000,11.4100000,-11.1240000
3211,Kepler-1937 b,Transit,2021,9.68859959,,,0,0.094300,,,0,3.023,,,0,9.39000,,,0,0.000000,,,0,250.25,264.48,-84.18,0,1014,,,0,6457.00,179.00,-246.00,0,1.20,0.43,-0.14,0,1.19,0.18,-0.16,0,0.209,,,0,905.0690000,16.1010000,-15.5580000
3212,Kepler-1938 b,Transit,2021,13.06260014,,,0,0.093800,,,0,1.828,,,0,4.00000,,,0,0.000000,,,0,18.25,5.69,-4.83,0,527,,,0,4522.00,136.00,-136.00,0,0.66,0.05,-0.06,0,0.65,0.07,-0.05,0,-0.650,,,0,421.1520000,4.6390000,-4.5400000
3213,Kepler-1939 b,Transit,2021,2.79065990,,,0,0.033400,,,0,1.165,,,0,1.68000,,,0,0.000000,,,0,104.74,36.18,-23.94,0,816,,,0,4353.00,118.00,-131.00,0,0.60,0.06,-0.04,0,0.65,0.06,-0.06,0,-0.808,0.024,-0.024,0,189.8330000,0.4950000,-0.4920000
3214,Kepler-194 b,Transit,2014,2.09228100,0.00000800,-0.00000800,0,0.032000,,,0,1.510,0.790,-0.790,0,2.89000,,,0,0.000000,,,0,953.17,65.10,-60.53,0,1648,,,0,6089.00,200.00,-200.00,0,1.02,0.54,-0.54,0,1.09,0.08,-0.06,0,0.043,,,0,1097.9700000,28.7700000,-27.3700000
3215,Kepler-194 c,Transit,2014,17.30803200,0.00007900,-0.00007900,0,0.131000,,,0,2.590,1.360,-1.360,0,7.22000,,,0,0.000000,,,0,56.95,3.89,-3.62,0,815,,,0,6089.00,200.00,-200.00,0,1.02,0.54,-0.54,0,1.09,0.08,-0.06,0,0.043,,,0,1097.9700000,28.7700000,-27.3700000
3216,Kepler-194 d,Transit,2014,52.81497300,0.00048100,-0.00048100,0,0.275000,,,0,2.400,1.260,-1.260,0,6.35000,,,0,0.000000,,,0,12.86,0.88,-0.82,0,562,,,0,6089.00,200.00,-200.00,0,1.02,0.54,-0.54,0,1.09,0.08,-0.06,0,0.043,,,0,1097.9700000,28.7700000,-27.3700000
3217,Kepler-1940 b,Transit,2021,4.95061016,,,0,0.052500,,,0,1.547,,,0,3.01000,,,0,0.000000,,,0,145.23,77.37,-35.55,0,885,,,0,5431.00,162.00,-162.00,0,0.72,0.12,-0.06,0,0.80,0.07,-0.09,0,-0.377,,,0,798.5950000,15.7830000,-15.1940000
3218,Kepler-1941 b,Transit,2021,31.33510017,,,0,0.205400,,,0,2.650,,,0,7.51000,,,0,0.000000,,,0,46.53,39.13,-14.81,0,666,,,0,6404.00,173.00,-192.00,0,1.14,0.33,-0.14,0,1.18,0.16,-0.16,0,0.436,,,0,1494.3900000,47.2300000,-44.4700000
3219,Kepler-1942 b,Transit,2021,4.62604999,,,0,0.051600,,,0,2.117,,,0,5.13000,,,0,0.000000,,,0,247.34,194.38,-65.52,0,1012,,,0,5834.00,157.00,-174.00,0,0.80,0.21,-0.07,0,0.85,0.10,-0.09,0,-0.075,,,0,842.4920000,20.9310000,-19.9580000
3220,Kepler-1943 b,Transit,2021,4.85018015,,,0,0.057100,,,0,1.549,,,0,3.02000,,,0,0.000000,,,0,344.04,328.83,-106.43,0,1098,,,0,6032.00,168.00,-210.00,0,0.97,0.32,-0.11,0,1.06,0.14,-0.14,0,0.445,,,0,1004.5500000,17.1385000,-17.1385000
3221,Kepler-1944 b,Transit,2021,9.84257984,,,0,0.091800,,,0,2.760,,,0,8.05000,,,0,0.000000,,,0,97.62,72.68,-26.89,0,801,,,0,5585.00,175.00,-194.00,0,0.97,0.24,-0.08,0,1.06,0.08,-0.13,0,-0.083,,,0,1076.4800000,35.4000000,-33.2500000
3222,Kepler-1945 b,Transit,2021,6.08003998,,,0,0.059700,,,0,1.289,,,0,2.21000,,,0,0.000000,,,0,100.72,32.86,-29.28,0,808,,,0,4991.00,149.00,-134.00,0,0.80,0.07,-0.09,0,0.77,0.09,-0.06,0,-0.441,,,0,,,
3223,Kepler-1946 b,Transit,2021,3.03519011,,,0,0.039400,,,0,2.488,,,0,6.75000,,,0,0.000000,,,0,403.53,275.65,-115.90,0,1143,,,0,5505.00,164.00,-164.00,0,0.87,0.20,-0.09,0,0.89,0.09,-0.08,0,-0.279,,,0,1002.1200000,41.1300000,-38.0670000
3224,Kepler-1947 b,Transit,2021,6.96363020,,,0,0.071100,,,0,1.010,,,0,1.01000,,,0,0.000000,,,0,669.78,513.56,-473.35,0,1298,,,0,6040.00,201.00,-201.00,0,1.69,0.41,-0.71,0,0.98,0.14,-0.14,0,0.111,0.024,-0.019,0,468.7710000,4.7450000,-4.6520000
3225,Kepler-1948 b,Transit,2021,15.57129955,,,0,0.102200,,,0,1.033,,,0,1.09000,,,0,0.000000,,,0,5.98,1.27,-1.14,0,399,,,0,3872.00,77.00,-84.00,0,0.56,0.03,-0.03,0,0.59,0.03,-0.04,0,-0.862,,,0,193.9030000,1.4450000,-1.4240000
3226,Kepler-1949 b,Transit,2021,2.20828009,,,0,0.035200,,,0,2.220,,,0,5.56000,,,0,0.000000,,,0,2016.25,908.25,-762.52,0,1709,,,0,6028.00,81.00,-81.00,0,1.45,0.25,-0.28,0,1.19,0.09,-0.11,0,0.713,,,0,2617.3500000,178.5750000,-178.5750000
3227,Kepler-195 b,Transit,2014,8.30787200,0.00002000,-0.00002000,0,0.077000,,,0,2.030,0.740,-0.740,0,4.78000,,,0,0.000000,,,0,74.15,2.85,-2.72,0,751,,,0,5329.00,200.00,-200.00,0,0.78,0.28,-0.28,0,0.84,0.05,-0.05,0,-0.367,,,0,652.0510000,8.9000000,-8.6680000
3228,Kepler-195 c,Transit,2014,34.09686300,0.00037100,-0.00037100,0,0.197000,,,0,1.550,0.570,-0.570,0,3.02000,,,0,0.000000,,,0,11.28,0.43,-0.41,0,469,,,0,5329.00,200.00,-200.00,0,0.78,0.28,-0.28,0,0.84,0.05,-0.05,0,-0.367,,,0,652.0510000,8.9000000,-8.6680000
3229,Kepler-1950 b,Transit,2021,10.77690029,,,0,0.087100,,,0,1.527,,,0,2.95000,,,0,0.000000,,,0,75.83,51.67,-27.16,0,752,,,0,5455.00,162.00,-162.00,0,0.85,0.19,-0.13,0,0.76,0.12,-0.05,0,-0.223,,,0,697.2530000,12.4975000,-12.4975000
3230,Kepler-1951 b,Transit,2021,20.65780067,,,0,0.143500,,,0,2.321,,,0,6.00000,,,0,0.000000,,,0,66.27,30.95,-29.23,0,728,,,0,5468.00,81.00,-65.00,0,1.31,0.23,-0.31,0,0.92,0.07,-0.04,0,0.501,,,0,1277.3200000,27.4100000,-26.3000000
3231,Kepler-1952 b,Transit,2021,27.21080017,,,0,0.172400,,,0,1.239,,,0,2.07000,,,0,0.000000,,,0,65.27,26.75,-22.36,0,725,,,0,5973.00,120.00,-108.00,0,1.31,0.19,-0.27,0,0.92,0.07,-0.07,0,0.291,,,0,852.0620000,,
3232,Kepler-1953 b,Transit,2021,6.24565983,,,0,0.060700,,,0,1.286,,,0,2.20000,,,0,0.000000,,,0,67.62,27.85,-16.43,0,731,,,0,4858.00,161.00,-161.00,0,0.71,0.08,-0.05,0,0.79,0.05,-0.08,0,-0.630,,,0,605.6310000,9.9290000,-9.6190000
3233,Kepler-1954 b,Transit,2021,5.88343000,,,0,0.062500,,,0,1.802,,,0,3.90000,,,0,0.000000,,,0,192.09,172.54,-52.09,0,949,,,0,5840.00,174.00,-174.00,0,0.85,0.25,-0.08,0,0.94,0.11,-0.11,0,0.045,,,0,1373.8300000,68.2600000,-62.1900000
3234,Kepler-1955 b,Transit,2021,14.26519966,,,0,0.117000,,,0,1.167,,,0,1.69000,,,0,0.000000,,,0,113.90,58.08,-36.86,0,853,,,0,5825.00,105.00,-117.00,0,1.29,0.22,-0.22,0,1.05,0.10,-0.07,0,0.230,0.026,-0.032,0,449.3510000,5.6680000,-5.5300000
3235,Kepler-1956 b,Transit,2021,5.94371986,,,0,0.056300,,,0,1.089,,,0,1.32000,,,0,0.000000,,,0,48.82,10.68,-12.84,0,674,,,0,4391.00,118.00,-131.00,0,0.68,0.03,-0.06,0,0.67,0.06,-0.05,0,-1.045,,,0,360.4680000,3.7710000,-3.6950000
3236,Kepler-1957 b,Transit,2021,2.18662000,,,0,0.029900,,,0,0.944,,,0,0.79000,,,0,0.000000,,,0,345.07,106.33,-99.80,0,1099,,,0,4904.00,148.00,-148.00,0,0.77,0.06,-0.08,0,0.74,0.09,-0.05,0,-0.601,,,0,460.8990000,4.3820000,-4.3820000
3237,Kepler-1958 b,Transit,2021,9.32861996,,,0,0.085600,,,0,2.051,,,0,4.86000,,,0,0.000000,,,0,99.60,79.07,-26.50,0,806,,,0,5749.00,153.00,-170.00,0,0.86,0.23,-0.08,0,0.96,0.10,-0.12,0,-0.001,,,0,1320.3800000,49.9100000,-46.4600000
3238,Kepler-1959 b,Transit,2021,6.38669014,,,0,0.061700,,,0,1.143,,,0,1.57000,,,0,0.000000,,,0,102.25,36.75,-29.48,0,811,,,0,5071.00,153.00,-138.00,0,0.81,0.08,-0.09,0,0.77,0.10,-0.06,0,-0.474,,,0,479.2630000,5.5590000,-5.4350000
3239,Kepler-196 b,Transit,2014,20.73988600,0.00006600,-0.00006600,0,0.138000,,,0,1.900,0.150,-0.150,0,4.27000,,,0,0.000000,,,0,20.73,0.53,-0.52,0,536,,,0,5128.00,100.00,-100.00,0,0.78,0.06,-0.06,0,0.85,0.03,-0.04,0,-0.393,,,0,451.3120000,3.1570000,-3.1150000
3240,Kepler-196 c,Transit,2014,47.42773700,0.00022300,-0.00022300,0,0.240000,,,0,2.240,0.170,-0.170,0,5.65000,,,0,0.000000,,,0,6.88,0.18,-0.17,0,407,,,0,5128.00,100.00,-100.00,0,0.78,0.06,-0.06,0,0.85,0.03,-0.04,0,-0.393,,,0,451.3120000,3.1570000,-3.1150000
3241,Kepler-196 d,Transit,2021,122.08000180,,,0,0.448400,,,0,2.661,,,0,7.56000,,,0,0.000000,,,0,1.83,0.44,-0.31,0,297,,,0,5132.00,102.00,-102.00,0,0.77,0.05,-0.04,0,0.81,0.05,-0.05,0,-0.393,,,0,451.3120000,3.1570000,-3.1150000
3242,Kepler-1960 b,Transit,2021,2.29794002,,,0,0.035400,,,0,1.307,,,0,2.26000,,,0,0.000000,,,0,1352.14,1150.42,-445.04,0,1547,,,0,6371.00,169.00,-207.00,0,1.07,0.31,-0.13,0,1.12,0.15,-0.15,0,0.271,,,0,1527.5600000,53.8650000,-53.8650000
3243,Kepler-1961 b,Transit,2021,5.60471010,,,0,0.058800,,,0,1.619,,,0,3.25000,,,0,0.000000,,,0,132.98,71.42,-34.17,0,866,,,0,5401.00,159.00,-159.00,0,0.78,0.13,-0.07,0,0.87,0.07,-0.10,0,-0.276,,,0,1042.4500000,37.4000000,-34.9300000
3244,Kepler-1962 b,Transit,2021,7.99145985,,,0,0.078300,,,0,1.215,,,0,1.95000,,,0,0.000000,,,0,155.95,60.57,-30.54,0,901,,,0,5700.00,77.00,-77.00,0,1.01,0.15,-0.08,0,1.00,0.06,-0.06,0,-0.122,,,0,866.8260000,19.0030000,-18.2190000
3245,Kepler-1963 b,Transit,2021,1.96226001,,,0,0.029800,,,0,0.744,,,0,0.33700,,,0,0.000000,,,0,1038.36,861.54,-371.99,0,1448,,,0,5726.00,170.00,-170.00,0,0.98,0.27,-0.15,0,0.92,0.12,-0.09,0,-0.259,,,0,492.8470000,3.2970000,-3.2550000
3246,Kepler-1964 b,Transit,2021,2.44082999,,,0,0.032200,,,0,1.781,,,0,3.83000,,,0,0.000000,,,0,223.80,90.83,-59.89,0,986,,,0,4803.00,170.00,-170.00,0,0.70,0.07,-0.06,0,0.75,0.06,-0.07,0,-0.631,,,0,,,
3247,Kepler-1965 b,Transit,2021,41.86869812,,,0,0.230100,,,0,1.354,,,0,2.40000,,,0,0.000000,,,0,13.89,10.59,-3.55,0,492,,,0,5852.00,140.00,-158.00,0,0.84,0.22,-0.07,0,0.93,0.10,-0.11,0,-0.076,,,0,521.7910000,4.5630000,-4.5630000
3248,Kepler-1966 b,Transit,2021,8.61742973,,,0,0.076300,,,0,1.105,,,0,1.39000,,,0,0.000000,,,0,68.28,9.75,-13.73,0,733,,,0,5009.00,74.00,-82.00,0,0.84,0.03,-0.06,0,0.80,0.05,-0.03,0,-0.567,,,0,484.6010000,14.3650000,-14.3650000
